label,query,mask,ambigous_word
nicht902,"Die Demonstranten seien nicht politikverdrossen sondern politikerverdrossen , gesteht Steinhilber von der Friedrich-Ebert-Stiftung ein .",politikverdrossen,nicht
nicht902,"Die Demonstranten seien nicht politikverdrossen sondern politikerverdrossen , gesteht Steinhilber von der Friedrich-Ebert-Stiftung ein .",politikerverdrossen,nicht
sondern902,"Die Demonstranten seien nicht politikverdrossen sondern politikerverdrossen , gesteht Steinhilber von der Friedrich-Ebert-Stiftung ein .",politikverdrossen,sondern
sondern902,"Die Demonstranten seien nicht politikverdrossen sondern politikerverdrossen , gesteht Steinhilber von der Friedrich-Ebert-Stiftung ein .",politikerverdrossen,sondern
nicht902,"Diese "" "" granular controls sind nicht prima sondern verwirrend und nervtötend .",prima,nicht
nicht902,"Diese "" "" granular controls sind nicht prima sondern verwirrend und nervtötend .",verwirrend und nervtötend,nicht
sondern902,"Diese "" "" granular controls sind nicht prima sondern verwirrend und nervtötend .",prima,sondern
sondern902,"Diese "" "" granular controls sind nicht prima sondern verwirrend und nervtötend .",verwirrend und nervtötend,sondern
nicht902,"Die Zusammenarbeit mit Zadek war wie eine große Reise : mit allen Aufs und Abs , nicht gemütlich sondern aufregend – man brauchte sehr viel Mut .",gemütlich,nicht
nicht902,"Die Zusammenarbeit mit Zadek war wie eine große Reise : mit allen Aufs und Abs , nicht gemütlich sondern aufregend – man brauchte sehr viel Mut .",aufregend,nicht
sondern902,"Die Zusammenarbeit mit Zadek war wie eine große Reise : mit allen Aufs und Abs , nicht gemütlich sondern aufregend – man brauchte sehr viel Mut .",gemütlich,sondern
sondern902,"Die Zusammenarbeit mit Zadek war wie eine große Reise : mit allen Aufs und Abs , nicht gemütlich sondern aufregend – man brauchte sehr viel Mut .",aufregend,sondern
nicht902,Er ist nicht volksnah sondern intellektuell .,volksnah,nicht
nicht902,Er ist nicht volksnah sondern intellektuell .,intellektuell,nicht
sondern902,Er ist nicht volksnah sondern intellektuell .,volksnah,sondern
sondern902,Er ist nicht volksnah sondern intellektuell .,intellektuell,sondern
nicht902,Auf der Führung spüren die Kinder nicht still sondern stilecht dem Leben Berliner jüdischer Familien nach .,still,nicht
nicht902,Auf der Führung spüren die Kinder nicht still sondern stilecht dem Leben Berliner jüdischer Familien nach .,stilecht,nicht
sondern902,Auf der Führung spüren die Kinder nicht still sondern stilecht dem Leben Berliner jüdischer Familien nach .,still,sondern
sondern902,Auf der Führung spüren die Kinder nicht still sondern stilecht dem Leben Berliner jüdischer Familien nach .,stilecht,sondern
nicht902,"Vielleicht ist das auch nicht ostig sondern berlinerisch , das weiß ich gar nicht .",ostig,nicht
nicht902,"Vielleicht ist das auch nicht ostig sondern berlinerisch , das weiß ich gar nicht .",berlinerisch,nicht
sondern902,"Vielleicht ist das auch nicht ostig sondern berlinerisch , das weiß ich gar nicht .",ostig,sondern
sondern902,"Vielleicht ist das auch nicht ostig sondern berlinerisch , das weiß ich gar nicht .",berlinerisch,sondern
nicht902,Das war zu Zeiten aristokratischer Ordnung anders und ist nicht deutsch sondern plebejisch .,deutsch,nicht
nicht902,Das war zu Zeiten aristokratischer Ordnung anders und ist nicht deutsch sondern plebejisch .,plebejisch,nicht
sondern902,Das war zu Zeiten aristokratischer Ordnung anders und ist nicht deutsch sondern plebejisch .,deutsch,sondern
sondern902,Das war zu Zeiten aristokratischer Ordnung anders und ist nicht deutsch sondern plebejisch .,plebejisch,sondern
nicht902,Hier wird nicht Information sondern Vorurteilsbildung betrieben .,Information,nicht
nicht902,Hier wird nicht Information sondern Vorurteilsbildung betrieben .,Vorurteilsbildung,nicht
sondern902,Hier wird nicht Information sondern Vorurteilsbildung betrieben .,Information,sondern
sondern902,Hier wird nicht Information sondern Vorurteilsbildung betrieben .,Vorurteilsbildung,sondern
nicht902,"Wer nicht Latein sondern Deutsch redete ( theutonisierte ) , lärmte , Waffen trug , Wände beschmierte oder ein Weib mitbrachte , wurde bestraft .",Latein,nicht
nicht902,"Wer nicht Latein sondern Deutsch redete ( theutonisierte ) , lärmte , Waffen trug , Wände beschmierte oder ein Weib mitbrachte , wurde bestraft .",Deutsch,nicht
sondern902,"Wer nicht Latein sondern Deutsch redete ( theutonisierte ) , lärmte , Waffen trug , Wände beschmierte oder ein Weib mitbrachte , wurde bestraft .",Latein,sondern
sondern902,"Wer nicht Latein sondern Deutsch redete ( theutonisierte ) , lärmte , Waffen trug , Wände beschmierte oder ein Weib mitbrachte , wurde bestraft .",Deutsch,sondern
nicht902,"Knochen nennt er die Wölbung im hinteren Seitenteil des Autos , als wäre darüber nicht Blech sondern Haut , fluchtet dann über die Flanken zum Heck und erklärt , dass die Linie mitten im Rücklicht endet .",Blech,nicht
nicht902,"Knochen nennt er die Wölbung im hinteren Seitenteil des Autos , als wäre darüber nicht Blech sondern Haut , fluchtet dann über die Flanken zum Heck und erklärt , dass die Linie mitten im Rücklicht endet .",Haut,nicht
sondern902,"Knochen nennt er die Wölbung im hinteren Seitenteil des Autos , als wäre darüber nicht Blech sondern Haut , fluchtet dann über die Flanken zum Heck und erklärt , dass die Linie mitten im Rücklicht endet .",Blech,sondern
sondern902,"Knochen nennt er die Wölbung im hinteren Seitenteil des Autos , als wäre darüber nicht Blech sondern Haut , fluchtet dann über die Flanken zum Heck und erklärt , dass die Linie mitten im Rücklicht endet .",Haut,sondern
nicht902,""" "" Es wächst der Glaube "" "" , meinte Berger , "" "" alle haben begriffen , dass wir nicht Abstiegsspiele sondern Abstiegskämpfe veranstalten müssen . "" """,Abstiegsspiele,nicht
nicht902,""" "" Es wächst der Glaube "" "" , meinte Berger , "" "" alle haben begriffen , dass wir nicht Abstiegsspiele sondern Abstiegskämpfe veranstalten müssen . "" """,Abstiegskämpfe,nicht
sondern902,""" "" Es wächst der Glaube "" "" , meinte Berger , "" "" alle haben begriffen , dass wir nicht Abstiegsspiele sondern Abstiegskämpfe veranstalten müssen . "" """,Abstiegsspiele,sondern
sondern902,""" "" Es wächst der Glaube "" "" , meinte Berger , "" "" alle haben begriffen , dass wir nicht Abstiegsspiele sondern Abstiegskämpfe veranstalten müssen . "" """,Abstiegskämpfe,sondern
nicht902,"Sonst hießen sie ja auch nicht Fliegen sondern Gehen oder Fressen oder sonst wie . "" """,Fliegen,nicht
nicht902,"Sonst hießen sie ja auch nicht Fliegen sondern Gehen oder Fressen oder sonst wie . "" """,Gehen oder Fressen oder sonst wie,nicht
sondern902,"Sonst hießen sie ja auch nicht Fliegen sondern Gehen oder Fressen oder sonst wie . "" """,Fliegen,sondern
sondern902,"Sonst hießen sie ja auch nicht Fliegen sondern Gehen oder Fressen oder sonst wie . "" """,Gehen oder Fressen oder sonst wie,sondern
nicht902,"Wir gehören hier nicht dazu ; wir sind nicht Vergangenheit sondern Zukunft - diese Botschaft enthält der Satz des 36-jährigen "" "" Managing Directors "" "" von Freecom .",Vergangenheit,nicht
nicht902,"Wir gehören hier nicht dazu ; wir sind nicht Vergangenheit sondern Zukunft - diese Botschaft enthält der Satz des 36-jährigen "" "" Managing Directors "" "" von Freecom .",Zukunft,nicht
sondern902,"Wir gehören hier nicht dazu ; wir sind nicht Vergangenheit sondern Zukunft - diese Botschaft enthält der Satz des 36-jährigen "" "" Managing Directors "" "" von Freecom .",Vergangenheit,sondern
sondern902,"Wir gehören hier nicht dazu ; wir sind nicht Vergangenheit sondern Zukunft - diese Botschaft enthält der Satz des 36-jährigen "" "" Managing Directors "" "" von Freecom .",Zukunft,sondern
nicht902,Aber nicht Wassertrinken sondern Alkoholtrinken !,Wassertrinken,nicht
nicht902,Aber nicht Wassertrinken sondern Alkoholtrinken !,Alkoholtrinken,nicht
sondern902,Aber nicht Wassertrinken sondern Alkoholtrinken !,Wassertrinken,sondern
sondern902,Aber nicht Wassertrinken sondern Alkoholtrinken !,Alkoholtrinken,sondern
nicht902,"Der ist zwar entgegen Reindls Vorstellung nicht Deutscher sondern US-Amerikaner , passt ansonsten jedoch optimal ins Anforderungsprofil .",Deutscher,nicht
nicht902,"Der ist zwar entgegen Reindls Vorstellung nicht Deutscher sondern US-Amerikaner , passt ansonsten jedoch optimal ins Anforderungsprofil .",US-Amerikaner,nicht
sondern902,"Der ist zwar entgegen Reindls Vorstellung nicht Deutscher sondern US-Amerikaner , passt ansonsten jedoch optimal ins Anforderungsprofil .",Deutscher,sondern
sondern902,"Der ist zwar entgegen Reindls Vorstellung nicht Deutscher sondern US-Amerikaner , passt ansonsten jedoch optimal ins Anforderungsprofil .",US-Amerikaner,sondern
nicht902,Sie will nicht Zuwanderung sondern Abschottung .,Zuwanderung,nicht
nicht902,Sie will nicht Zuwanderung sondern Abschottung .,Abschottung,nicht
sondern902,Sie will nicht Zuwanderung sondern Abschottung .,Zuwanderung,sondern
sondern902,Sie will nicht Zuwanderung sondern Abschottung .,Abschottung,sondern
nicht902,Nun hieß es im Osten nicht Fahrerausweis sondern Fahrerlaubnis .,Fahrerausweis,nicht
nicht902,Nun hieß es im Osten nicht Fahrerausweis sondern Fahrerlaubnis .,Fahrerlaubnis,nicht
sondern902,Nun hieß es im Osten nicht Fahrerausweis sondern Fahrerlaubnis .,Fahrerausweis,sondern
sondern902,Nun hieß es im Osten nicht Fahrerausweis sondern Fahrerlaubnis .,Fahrerlaubnis,sondern
nicht902,"Es ist an der Zeit , nicht Lohnzurückhaltung sondern Gewinnzurückhaltung von den Unternehmern zu fordern .",Lohnzurückhaltung,nicht
nicht902,"Es ist an der Zeit , nicht Lohnzurückhaltung sondern Gewinnzurückhaltung von den Unternehmern zu fordern .",Gewinnzurückhaltung,nicht
sondern902,"Es ist an der Zeit , nicht Lohnzurückhaltung sondern Gewinnzurückhaltung von den Unternehmern zu fordern .",Lohnzurückhaltung,sondern
sondern902,"Es ist an der Zeit , nicht Lohnzurückhaltung sondern Gewinnzurückhaltung von den Unternehmern zu fordern .",Gewinnzurückhaltung,sondern
nicht902,Zum Semesterstart nicht Vorlesung sondern Westfalenstadion @TU_Dortmund @zeitonline_stud #uniin6worten #bvb,Vorlesung,nicht
nicht902,Zum Semesterstart nicht Vorlesung sondern Westfalenstadion @TU_Dortmund @zeitonline_stud #uniin6worten #bvb,Westfalenstadion,nicht
sondern902,Zum Semesterstart nicht Vorlesung sondern Westfalenstadion @TU_Dortmund @zeitonline_stud #uniin6worten #bvb,Vorlesung,sondern
sondern902,Zum Semesterstart nicht Vorlesung sondern Westfalenstadion @TU_Dortmund @zeitonline_stud #uniin6worten #bvb,Westfalenstadion,sondern
nicht902,Das ist nicht Städtebau sondern Verwahrlosung .,Städtebau,nicht
nicht902,Das ist nicht Städtebau sondern Verwahrlosung .,Verwahrlosung,nicht
sondern902,Das ist nicht Städtebau sondern Verwahrlosung .,Städtebau,sondern
sondern902,Das ist nicht Städtebau sondern Verwahrlosung .,Verwahrlosung,sondern
nicht902,Aber vielleicht sollte er nicht Anti-Diät-Tag sondern Anti-Perfektionstag heißen .,Anti-Diät-Tag,nicht
nicht902,Aber vielleicht sollte er nicht Anti-Diät-Tag sondern Anti-Perfektionstag heißen .,Anti-Perfektionstag,nicht
sondern902,Aber vielleicht sollte er nicht Anti-Diät-Tag sondern Anti-Perfektionstag heißen .,Anti-Diät-Tag,sondern
sondern902,Aber vielleicht sollte er nicht Anti-Diät-Tag sondern Anti-Perfektionstag heißen .,Anti-Perfektionstag,sondern
nicht902,"Wenn ich Rock mache , mit meiner Disko-No.1-Band , ist es nicht Rock-Rock sondern Tanz-Rock .",Rock-Rock,nicht
nicht902,"Wenn ich Rock mache , mit meiner Disko-No.1-Band , ist es nicht Rock-Rock sondern Tanz-Rock .",Tanz-Rock,nicht
sondern902,"Wenn ich Rock mache , mit meiner Disko-No.1-Band , ist es nicht Rock-Rock sondern Tanz-Rock .",Rock-Rock,sondern
sondern902,"Wenn ich Rock mache , mit meiner Disko-No.1-Band , ist es nicht Rock-Rock sondern Tanz-Rock .",Tanz-Rock,sondern
nicht902,Diese Gründlichkeit ist nicht Versessenheit sondern Hingabe!»,Versessenheit,nicht
nicht902,Diese Gründlichkeit ist nicht Versessenheit sondern Hingabe!»,Hingabe!»,nicht
sondern902,Diese Gründlichkeit ist nicht Versessenheit sondern Hingabe!»,Versessenheit,sondern
sondern902,Diese Gründlichkeit ist nicht Versessenheit sondern Hingabe!»,Hingabe!»,sondern
nicht902,Anders als Großmann spart der E.on -Chef nicht Investitionen sondern Personal . 11.000 von insgesamt 85.000 Arbeitsplätzen werden offenbar nicht mehr gebraucht . Vor allem in der Verwaltung gebe es Doppelfunktionen und überhaupt ineffiziente Strukturen .,Investitionen,nicht
nicht902,Anders als Großmann spart der E.on -Chef nicht Investitionen sondern Personal . 11.000 von insgesamt 85.000 Arbeitsplätzen werden offenbar nicht mehr gebraucht . Vor allem in der Verwaltung gebe es Doppelfunktionen und überhaupt ineffiziente Strukturen .,Personal,nicht
sondern902,Anders als Großmann spart der E.on -Chef nicht Investitionen sondern Personal . 11.000 von insgesamt 85.000 Arbeitsplätzen werden offenbar nicht mehr gebraucht . Vor allem in der Verwaltung gebe es Doppelfunktionen und überhaupt ineffiziente Strukturen .,Investitionen,sondern
sondern902,Anders als Großmann spart der E.on -Chef nicht Investitionen sondern Personal . 11.000 von insgesamt 85.000 Arbeitsplätzen werden offenbar nicht mehr gebraucht . Vor allem in der Verwaltung gebe es Doppelfunktionen und überhaupt ineffiziente Strukturen .,Personal,sondern
nicht902,"Auf der anderen Seite mehrere CDU-Politiker , die ganz entgegen der vorgesehen Wahlkampfstrategie nicht Steuersenkungen sondern Steuererhöhungen ins Spiel brachten .",Steuersenkungen,nicht
nicht902,"Auf der anderen Seite mehrere CDU-Politiker , die ganz entgegen der vorgesehen Wahlkampfstrategie nicht Steuersenkungen sondern Steuererhöhungen ins Spiel brachten .",Steuererhöhungen,nicht
sondern902,"Auf der anderen Seite mehrere CDU-Politiker , die ganz entgegen der vorgesehen Wahlkampfstrategie nicht Steuersenkungen sondern Steuererhöhungen ins Spiel brachten .",Steuersenkungen,sondern
sondern902,"Auf der anderen Seite mehrere CDU-Politiker , die ganz entgegen der vorgesehen Wahlkampfstrategie nicht Steuersenkungen sondern Steuererhöhungen ins Spiel brachten .",Steuererhöhungen,sondern
nicht902,"Stolz belehrt uns Rudi : »Das sind kyrillische Buchstaben , und es heißt nicht Küpopt sondern Kur",Küpopt,nicht
nicht902,"Stolz belehrt uns Rudi : »Das sind kyrillische Buchstaben , und es heißt nicht Küpopt sondern Kur",Kur,nicht
sondern902,"Stolz belehrt uns Rudi : »Das sind kyrillische Buchstaben , und es heißt nicht Küpopt sondern Kur",Küpopt,sondern
sondern902,"Stolz belehrt uns Rudi : »Das sind kyrillische Buchstaben , und es heißt nicht Küpopt sondern Kur",Kur,sondern
nicht902,Deren Konkurrenten gerade um höhere Führungspositionen seien nämlich nicht Frauen sondern Männer .,Frauen,nicht
nicht902,Deren Konkurrenten gerade um höhere Führungspositionen seien nämlich nicht Frauen sondern Männer .,Männer,nicht
sondern902,Deren Konkurrenten gerade um höhere Führungspositionen seien nämlich nicht Frauen sondern Männer .,Frauen,sondern
sondern902,Deren Konkurrenten gerade um höhere Führungspositionen seien nämlich nicht Frauen sondern Männer .,Männer,sondern
nicht902,"Die Resolution , für die 58 von 60 Abgeordneten bei zwei Enthaltungen stimmten , ist zwar nicht rechtlich aber politisch bindend .",rechtlich,nicht
nicht902,"Die Resolution , für die 58 von 60 Abgeordneten bei zwei Enthaltungen stimmten , ist zwar nicht rechtlich aber politisch bindend .",politisch bindend,nicht
aber902,"Die Resolution , für die 58 von 60 Abgeordneten bei zwei Enthaltungen stimmten , ist zwar nicht rechtlich aber politisch bindend .",rechtlich,aber
aber902,"Die Resolution , für die 58 von 60 Abgeordneten bei zwei Enthaltungen stimmten , ist zwar nicht rechtlich aber politisch bindend .",politisch bindend,aber
Nicht902,"Nicht systematisch aber geschmacklich von großer Sicherheit zeigen sie dem Betrachter den Stand in der gegenwärtigen Videokunst : die rückkoppelnden Störbilder von Oval ebenso wie die melancholischen Pseudo-Dokumentationen , die Mike Mills für das House-Duo Air inszeniert ; die bizarren , mit ihrem bisexuellen Narzissmus auch den hartgesottensten Trashfreund noch gut verstörenden Filme Chris Cunninghams ( etwa "" "" Windowlicker "" "" für Aphex Twin ) ; die selbstironischen Low-Budget-Aufnahmen von Spike Jonze : wie "" "" Praise You "" "" für Fatboy Slim , worin eine vermutlich buddhistisch inspirierte Selbstfindungsgruppe sich zur titelgebenden Musik im freien Erfahrungstanz versucht .",systematisch,Nicht
Nicht902,"Nicht systematisch aber geschmacklich von großer Sicherheit zeigen sie dem Betrachter den Stand in der gegenwärtigen Videokunst : die rückkoppelnden Störbilder von Oval ebenso wie die melancholischen Pseudo-Dokumentationen , die Mike Mills für das House-Duo Air inszeniert ; die bizarren , mit ihrem bisexuellen Narzissmus auch den hartgesottensten Trashfreund noch gut verstörenden Filme Chris Cunninghams ( etwa "" "" Windowlicker "" "" für Aphex Twin ) ; die selbstironischen Low-Budget-Aufnahmen von Spike Jonze : wie "" "" Praise You "" "" für Fatboy Slim , worin eine vermutlich buddhistisch inspirierte Selbstfindungsgruppe sich zur titelgebenden Musik im freien Erfahrungstanz versucht .",geschmacklich von großer Sicherheit,Nicht
aber902,"Nicht systematisch aber geschmacklich von großer Sicherheit zeigen sie dem Betrachter den Stand in der gegenwärtigen Videokunst : die rückkoppelnden Störbilder von Oval ebenso wie die melancholischen Pseudo-Dokumentationen , die Mike Mills für das House-Duo Air inszeniert ; die bizarren , mit ihrem bisexuellen Narzissmus auch den hartgesottensten Trashfreund noch gut verstörenden Filme Chris Cunninghams ( etwa "" "" Windowlicker "" "" für Aphex Twin ) ; die selbstironischen Low-Budget-Aufnahmen von Spike Jonze : wie "" "" Praise You "" "" für Fatboy Slim , worin eine vermutlich buddhistisch inspirierte Selbstfindungsgruppe sich zur titelgebenden Musik im freien Erfahrungstanz versucht .",systematisch,aber
aber902,"Nicht systematisch aber geschmacklich von großer Sicherheit zeigen sie dem Betrachter den Stand in der gegenwärtigen Videokunst : die rückkoppelnden Störbilder von Oval ebenso wie die melancholischen Pseudo-Dokumentationen , die Mike Mills für das House-Duo Air inszeniert ; die bizarren , mit ihrem bisexuellen Narzissmus auch den hartgesottensten Trashfreund noch gut verstörenden Filme Chris Cunninghams ( etwa "" "" Windowlicker "" "" für Aphex Twin ) ; die selbstironischen Low-Budget-Aufnahmen von Spike Jonze : wie "" "" Praise You "" "" für Fatboy Slim , worin eine vermutlich buddhistisch inspirierte Selbstfindungsgruppe sich zur titelgebenden Musik im freien Erfahrungstanz versucht .",geschmacklich von großer Sicherheit,aber
nicht902,"Der Sound des Codes , der in der U-Bahn zwar nicht hörbar aber fühlbar ist , gibt den Takt der Schritte an .",hörbar,nicht
nicht902,"Der Sound des Codes , der in der U-Bahn zwar nicht hörbar aber fühlbar ist , gibt den Takt der Schritte an .",fühlbar,nicht
aber902,"Der Sound des Codes , der in der U-Bahn zwar nicht hörbar aber fühlbar ist , gibt den Takt der Schritte an .",hörbar,aber
aber902,"Der Sound des Codes , der in der U-Bahn zwar nicht hörbar aber fühlbar ist , gibt den Takt der Schritte an .",fühlbar,aber
nicht902,"Eigentlich waren die Forscher auf der Suche nach genetischen Konstellationen , die Menschen zwar nicht kürzer aber deutlich früher schlafen lassen .",kürzer,nicht
nicht902,"Eigentlich waren die Forscher auf der Suche nach genetischen Konstellationen , die Menschen zwar nicht kürzer aber deutlich früher schlafen lassen .",deutlich früher,nicht
aber902,"Eigentlich waren die Forscher auf der Suche nach genetischen Konstellationen , die Menschen zwar nicht kürzer aber deutlich früher schlafen lassen .",kürzer,aber
aber902,"Eigentlich waren die Forscher auf der Suche nach genetischen Konstellationen , die Menschen zwar nicht kürzer aber deutlich früher schlafen lassen .",deutlich früher,aber
nicht902,Man lernt nie aus – die Erkenntnis ist zwar nicht neu aber wahr .,neu,nicht
nicht902,Man lernt nie aus – die Erkenntnis ist zwar nicht neu aber wahr .,wahr,nicht
aber902,Man lernt nie aus – die Erkenntnis ist zwar nicht neu aber wahr .,neu,aber
aber902,Man lernt nie aus – die Erkenntnis ist zwar nicht neu aber wahr .,wahr,aber
nicht902,"Der SAT ist einem IQ-Test nicht unähnlich aber speziell auf das zugeschnitten , was Studienanfänger können müssen .",einem IQ-Test,nicht
nicht902,"Der SAT ist einem IQ-Test nicht unähnlich aber speziell auf das zugeschnitten , was Studienanfänger können müssen .",unähnlich,nicht
nicht902,"Der SAT ist einem IQ-Test nicht unähnlich aber speziell auf das zugeschnitten , was Studienanfänger können müssen .","speziell auf das zugeschnitten , was Studienanfänger können müssen",nicht
aber902,"Der SAT ist einem IQ-Test nicht unähnlich aber speziell auf das zugeschnitten , was Studienanfänger können müssen .",einem IQ-Test,aber
aber902,"Der SAT ist einem IQ-Test nicht unähnlich aber speziell auf das zugeschnitten , was Studienanfänger können müssen .",unähnlich,aber
aber902,"Der SAT ist einem IQ-Test nicht unähnlich aber speziell auf das zugeschnitten , was Studienanfänger können müssen .","speziell auf das zugeschnitten , was Studienanfänger können müssen",aber
nicht902,Deutschland ist im Verbrauch von Ressourcen inzwischen zwar nicht vorbildlich aber weit besser als die USA .,vorbildlich,nicht
nicht902,Deutschland ist im Verbrauch von Ressourcen inzwischen zwar nicht vorbildlich aber weit besser als die USA .,weit besser als die USA,nicht
aber902,Deutschland ist im Verbrauch von Ressourcen inzwischen zwar nicht vorbildlich aber weit besser als die USA .,vorbildlich,aber
aber902,Deutschland ist im Verbrauch von Ressourcen inzwischen zwar nicht vorbildlich aber weit besser als die USA .,weit besser als die USA,aber
nicht902,"Als die grüne Parteichefin Angelika Beer ihre mit Spannung erwartete Grundsatzrede beendete , war der Applaus zwar nicht euphorisch aber freundlich .",euphorisch,nicht
nicht902,"Als die grüne Parteichefin Angelika Beer ihre mit Spannung erwartete Grundsatzrede beendete , war der Applaus zwar nicht euphorisch aber freundlich .",freundlich,nicht
aber902,"Als die grüne Parteichefin Angelika Beer ihre mit Spannung erwartete Grundsatzrede beendete , war der Applaus zwar nicht euphorisch aber freundlich .",euphorisch,aber
aber902,"Als die grüne Parteichefin Angelika Beer ihre mit Spannung erwartete Grundsatzrede beendete , war der Applaus zwar nicht euphorisch aber freundlich .",freundlich,aber
keine902,"Seit sie im Amt ist , hat Merkel die direkte Auseinandersetzung mit ihren wechselnden Herausforderern mit dem Argument zu vermeiden versucht , man wähle in Deutschland keine Personen sondern Parteien .",Personen,keine
keine902,"Seit sie im Amt ist , hat Merkel die direkte Auseinandersetzung mit ihren wechselnden Herausforderern mit dem Argument zu vermeiden versucht , man wähle in Deutschland keine Personen sondern Parteien .",Parteien,keine
sondern902,"Seit sie im Amt ist , hat Merkel die direkte Auseinandersetzung mit ihren wechselnden Herausforderern mit dem Argument zu vermeiden versucht , man wähle in Deutschland keine Personen sondern Parteien .",Personen,sondern
sondern902,"Seit sie im Amt ist , hat Merkel die direkte Auseinandersetzung mit ihren wechselnden Herausforderern mit dem Argument zu vermeiden versucht , man wähle in Deutschland keine Personen sondern Parteien .",Parteien,sondern
keine902,Diese erhalten aber keine Dollars sondern Einkaufskupons .,Dollars,keine
keine902,Diese erhalten aber keine Dollars sondern Einkaufskupons .,Einkaufskupons,keine
sondern902,Diese erhalten aber keine Dollars sondern Einkaufskupons .,Dollars,sondern
sondern902,Diese erhalten aber keine Dollars sondern Einkaufskupons .,Einkaufskupons,sondern
keine902,""" "" Das große Problem ist , dass diesen Idioten zu viel Aufmerksamkeit geschenkt wird , das sind keine Fans sondern Verbrecher "" "" , sagte der 74-Jährige dem brasilianischen Online-Newsportal UOL .",Fans,keine
keine902,""" "" Das große Problem ist , dass diesen Idioten zu viel Aufmerksamkeit geschenkt wird , das sind keine Fans sondern Verbrecher "" "" , sagte der 74-Jährige dem brasilianischen Online-Newsportal UOL .",Verbrecher,keine
sondern902,""" "" Das große Problem ist , dass diesen Idioten zu viel Aufmerksamkeit geschenkt wird , das sind keine Fans sondern Verbrecher "" "" , sagte der 74-Jährige dem brasilianischen Online-Newsportal UOL .",Fans,sondern
sondern902,""" "" Das große Problem ist , dass diesen Idioten zu viel Aufmerksamkeit geschenkt wird , das sind keine Fans sondern Verbrecher "" "" , sagte der 74-Jährige dem brasilianischen Online-Newsportal UOL .",Verbrecher,sondern
keine902,"Das älteste Gewerbe der Welt sei keine Kunst sondern Dienstleistung , wie das Verwaltungsgericht Berlin in einem am Montag veröffentlichten Urteil entschied .",Kunst,keine
keine902,"Das älteste Gewerbe der Welt sei keine Kunst sondern Dienstleistung , wie das Verwaltungsgericht Berlin in einem am Montag veröffentlichten Urteil entschied .",Dienstleistung,keine
sondern902,"Das älteste Gewerbe der Welt sei keine Kunst sondern Dienstleistung , wie das Verwaltungsgericht Berlin in einem am Montag veröffentlichten Urteil entschied .",Kunst,sondern
sondern902,"Das älteste Gewerbe der Welt sei keine Kunst sondern Dienstleistung , wie das Verwaltungsgericht Berlin in einem am Montag veröffentlichten Urteil entschied .",Dienstleistung,sondern
kein902,""" "" Das ist ja hier kein Frauenfußball sondern Männerfußball .",Frauenfußball,kein
kein902,""" "" Das ist ja hier kein Frauenfußball sondern Männerfußball .",Männerfußball,kein
sondern902,""" "" Das ist ja hier kein Frauenfußball sondern Männerfußball .",Frauenfußball,sondern
sondern902,""" "" Das ist ja hier kein Frauenfußball sondern Männerfußball .",Männerfußball,sondern
keine902,"Lisas Tagesablauf diktiert keine Pausenglocke sondern Ponys , Hunde und Katzen bestimmen ihren Stundenplan .",Pausenglocke,keine
keine902,"Lisas Tagesablauf diktiert keine Pausenglocke sondern Ponys , Hunde und Katzen bestimmen ihren Stundenplan .",Ponys,keine
sondern902,"Lisas Tagesablauf diktiert keine Pausenglocke sondern Ponys , Hunde und Katzen bestimmen ihren Stundenplan .",Pausenglocke,sondern
sondern902,"Lisas Tagesablauf diktiert keine Pausenglocke sondern Ponys , Hunde und Katzen bestimmen ihren Stundenplan .",Ponys,sondern
keine902,""" "" Wir werden der neuen Regierung keine Probleme sondern Erfolge liefern "" "" , sagt Mehdorn .",Probleme,keine
keine902,""" "" Wir werden der neuen Regierung keine Probleme sondern Erfolge liefern "" "" , sagt Mehdorn .",Erfolge,keine
sondern902,""" "" Wir werden der neuen Regierung keine Probleme sondern Erfolge liefern "" "" , sagt Mehdorn .",Probleme,sondern
sondern902,""" "" Wir werden der neuen Regierung keine Probleme sondern Erfolge liefern "" "" , sagt Mehdorn .",Erfolge,sondern
keine902,"Das Reformprogramm bringt keine Einsparungen sondern Extrakosten , die für dieses Jahr mit zehn Milliarden Euro veranschlagt werden .",Einsparungen,keine
keine902,"Das Reformprogramm bringt keine Einsparungen sondern Extrakosten , die für dieses Jahr mit zehn Milliarden Euro veranschlagt werden .",Extrakosten,keine
sondern902,"Das Reformprogramm bringt keine Einsparungen sondern Extrakosten , die für dieses Jahr mit zehn Milliarden Euro veranschlagt werden .",Einsparungen,sondern
sondern902,"Das Reformprogramm bringt keine Einsparungen sondern Extrakosten , die für dieses Jahr mit zehn Milliarden Euro veranschlagt werden .",Extrakosten,sondern
nicht902,"Aber nicht nach unten , sondern nach oben ; es sind keine Sozialhilfeempfänger sondern Besserverdienende und ich möchte ja auch nicht , dass noch mehr Yuppies in meinen Stadtbezirk ziehen .",nach unten,nicht
nicht902,"Aber nicht nach unten , sondern nach oben ; es sind keine Sozialhilfeempfänger sondern Besserverdienende und ich möchte ja auch nicht , dass noch mehr Yuppies in meinen Stadtbezirk ziehen .",nach oben,nicht
sondern902,"Aber nicht nach unten , sondern nach oben ; es sind keine Sozialhilfeempfänger sondern Besserverdienende und ich möchte ja auch nicht , dass noch mehr Yuppies in meinen Stadtbezirk ziehen .",nach unten,sondern
